Claim,LLM_Response,Fact-Check Verdict,FEVER Label
Only two nuclear energy accidents were given the maximum classification on the International Nuclear Event Scale.,no,REFUTES,SUPPORTS
Sidse Babett Knudsen refuses to work in theater and is a director.,no,REFUTES,NOT ENOUGH INFO
"There is a car, it is called Annie.",no,REFUTES,REFUTES
"There is a car, it is called Annie.",no,REFUTES,REFUTES
"There is a car, it is called Annie.",no,REFUTES,REFUTES
"There is a car, it is called Annie.",no,REFUTES,REFUTES
"There is a car, it is called Annie.",no,REFUTES,REFUTES
"There is a car, it is called Annie.",no,REFUTES,REFUTES
"There is a car, it is called Annie.",no,REFUTES,REFUTES
"There is a car, it is called Annie.",no,REFUTES,REFUTES
"There is a car, it is called Annie.",no,REFUTES,REFUTES
"There is a car, it is called Annie.",no,REFUTES,REFUTES
"There is a car, it is called Annie.",no,REFUTES,REFUTES
"Buffy Summers is not related to an American television series created by Joss Whedon under his production tag , Mutant Enemy Productions ",no,SUPPORTS,REFUTES
"Buffy Summers is not related to an American television series created by Joss Whedon under his production tag , Mutant Enemy Productions ",no,SUPPORTS,REFUTES
Billboard Dad stars Robin Wright and is a motion picture.,yes,SUPPORTS,NOT ENOUGH INFO
Mutiny on the Bounty is based of a novel,It is based on a novel.,SUPPORTS,SUPPORTS
Mutiny on the Bounty is based of a novel,It is based on a novel.,SUPPORTS,SUPPORTS
Artpop was Gaga's second consecutive number-one record in the United States between 2008 and 2010.,Yes,SUPPORTS,REFUTES
There existed a slave-holding state called Tennessee.,yes,SUPPORTS,NOT ENOUGH INFO
There existed a slave-holding state called Tennessee.,yes,SUPPORTS,NOT ENOUGH INFO
There existed a slave-holding state called Tennessee.,yes,SUPPORTS,NOT ENOUGH INFO
There existed a slave-holding state called Tennessee.,yes,SUPPORTS,NOT ENOUGH INFO
Zoid is found in maidenhair tree.,no,REFUTES,SUPPORTS
Zoid is found in maidenhair tree.,no,REFUTES,SUPPORTS
There is a fashion house with a word meaning 'sweet' in its name.,no,REFUTES,SUPPORTS
There is a fashion house with a word meaning 'sweet' in its name.,no,REFUTES,SUPPORTS
There was a stand-up comedian called Estelle Getty.,yes,SUPPORTS,NOT ENOUGH INFO
There exists no episode of a TV series called The Challenge XXX: Dirty 30.,no,SUPPORTS,SUPPORTS
William Bell who was 14th-century Bishop of St Andrews orignally from Glasgow.,no,REFUTES,Not Enough Info
Pocahontas was not the daughter of the main chief of Wahunsenacah,"Yes, she was the daughter of Chief John Smith.",REFUTES,REFUTES
Pocahontas was not the daughter of the main chief of Wahunsenacah,"Yes, she was the daughter of Chief John Smith.",REFUTES,REFUTES
There is a season of a documentary called The Challenge XXX: Dirty 30.,yes,SUPPORTS,NOT ENOUGH INFO
Dennis Edwards is a former American college and professional football player ,yes,SUPPORTS,SUPPORTS
There existed a British photographer called Augustus Prew's father.,yes,SUPPORTS,NOT ENOUGH INFO
Alan Unwin endorsed the Reform Party in 1997.,no,REFUTES,Not Enough Info
Chris Bosh won his first NBA Finals title between 2013 and 2018.,Chris Bosh won his first NBA title in 2013 and 2018.,SUPPORTS,REFUTES
Chris Bosh won his first NBA Finals title between 2013 and 2018.,Chris Bosh won his first NBA title in 2013 and 2018.,SUPPORTS,REFUTES
One Dance was Drake's first number one single 5 years before 2003.,no,REFUTES,REFUTES
Honeymoon is a major-label record by Elizabeth Woolridge Grant.,yes,SUPPORTS,SUPPORTS
Honeymoon is a major-label record by Elizabeth Woolridge Grant.,yes,SUPPORTS,SUPPORTS
Tijuana is landlocked and is in Northwestern Mexico.,no,REFUTES,NOT ENOUGH INFO
"The First World War, also known as the Great War, started in Europe and lasted for 4 years.",yes,SUPPORTS,SUPPORTS
"A person who wrote The Intertidal Zone, an informative comic book about tide-pool animals was fascinated with Seaside, Oregon as a child.",no,REFUTES,NOT ENOUGH INFO
Firefox is not a browser.,no,SUPPORTS,REFUTES
Firefox is not a browser.,no,SUPPORTS,REFUTES
Firefox is not a browser.,no,SUPPORTS,REFUTES
Firefox is not a browser.,no,SUPPORTS,REFUTES
There is not a character in a JRR Tolkein series that goes by the name of Daenerys Targaryen.,no,SUPPORTS,SUPPORTS
There is not a character in a JRR Tolkein series that goes by the name of Daenerys Targaryen.,no,SUPPORTS,SUPPORTS
There is not a character in a JRR Tolkein series that goes by the name of Daenerys Targaryen.,no,SUPPORTS,SUPPORTS
There is not a character in a JRR Tolkein series that goes by the name of Daenerys Targaryen.,no,SUPPORTS,SUPPORTS
There is not a character in a JRR Tolkein series that goes by the name of Daenerys Targaryen.,no,SUPPORTS,SUPPORTS
There is not a character in a JRR Tolkein series that goes by the name of Daenerys Targaryen.,no,SUPPORTS,SUPPORTS
There is not a character in a JRR Tolkein series that goes by the name of Daenerys Targaryen.,no,SUPPORTS,SUPPORTS
There is not a character in a JRR Tolkein series that goes by the name of Daenerys Targaryen.,no,SUPPORTS,SUPPORTS
There is not a character in a JRR Tolkein series that goes by the name of Daenerys Targaryen.,no,SUPPORTS,SUPPORTS
There is not a character in a JRR Tolkein series that goes by the name of Daenerys Targaryen.,no,SUPPORTS,SUPPORTS
There is not a character in a JRR Tolkein series that goes by the name of Daenerys Targaryen.,no,SUPPORTS,SUPPORTS
There is not a character in a JRR Tolkein series that goes by the name of Daenerys Targaryen.,no,SUPPORTS,SUPPORTS
There is not a character in a JRR Tolkein series that goes by the name of Daenerys Targaryen.,no,SUPPORTS,SUPPORTS
There is not a character in a JRR Tolkein series that goes by the name of Daenerys Targaryen.,no,SUPPORTS,SUPPORTS
There is not a character in a JRR Tolkein series that goes by the name of Daenerys Targaryen.,no,SUPPORTS,SUPPORTS
AMTOR is also used in the machines used in a later generation of computers to emulate a radio system.,no,REFUTES,REFUTES
Margaret Thatcher was the most superior politician within the Conservative Party in the United Kingdom,It is not true. Margaret Thatcher was a very poor politician.,REFUTES,NOT ENOUGH INFO
Margaret Thatcher was the most superior politician within the Conservative Party in the United Kingdom,It is not true. Margaret Thatcher was a very poor politician.,REFUTES,NOT ENOUGH INFO
There was a firefighter in France called Richard Dawson.,no,REFUTES,NOT ENOUGH INFO
The Latvian Soviet Socialist Republic was a republic of the Soviet Union between 2008 and 2016.,"Yes, it was a republic of the Soviet Union from 2008 to 2016.",SUPPORTS,REFUTES
The Latvian Soviet Socialist Republic was a republic of the Soviet Union between 2008 and 2016.,"Yes, it was a republic of the Soviet Union from 2008 to 2016.",SUPPORTS,REFUTES
The Latvian Soviet Socialist Republic was a republic of the Soviet Union between 2008 and 2016.,"Yes, it was a republic of the Soviet Union from 2008 to 2016.",SUPPORTS,REFUTES
The area of Kolaras is larger than the area of Spain.,no,REFUTES,REFUTES
The area of Kolaras is larger than the area of Spain.,no,REFUTES,REFUTES
The area of Kolaras is larger than the area of Spain.,no,REFUTES,REFUTES
Buffy the Vampire Slayer had more than one co-managerial producer,"Yes, it was a co-managing producer.",SUPPORTS,SUPPORTS
Down With Love is a 2003 sitcom film,yes,SUPPORTS,SUPPORTS
"Connie Nielsen played the role of a person who became one of the most powerful politicians in the Roman Republic through a number of accomplishments, notably his victories in the Gallic Wars.",no,REFUTES,NOT ENOUGH INFO
Deepika Padukone has just played in one Indian film,"No, she has been in many films.",REFUTES,REFUTES
Deepika Padukone has just played in one Indian film,"No, she has been in many films.",REFUTES,REFUTES
Deepika Padukone has just played in one Indian film,"No, she has been in many films.",REFUTES,REFUTES
Deepika Padukone has just played in one Indian film,"No, she has been in many films.",REFUTES,REFUTES
Deepika Padukone has just played in one Indian film,"No, she has been in many films.",REFUTES,REFUTES
Deepika Padukone has just played in one Indian film,"No, she has been in many films.",REFUTES,REFUTES
Deepika Padukone has just played in one Indian film,"No, she has been in many films.",REFUTES,REFUTES
Deepika Padukone has just played in one Indian film,"No, she has been in many films.",REFUTES,REFUTES
Deepika Padukone has just played in one Indian film,"No, she has been in many films.",REFUTES,REFUTES
Deepika Padukone has just played in one Indian film,"No, she has been in many films.",REFUTES,REFUTES
Deepika Padukone has just played in one Indian film,"No, she has been in many films.",REFUTES,REFUTES
Deepika Padukone has just played in one Indian film,"No, she has been in many films.",REFUTES,REFUTES
Deepika Padukone has just played in one Indian film,"No, she has been in many films.",REFUTES,REFUTES
Deepika Padukone has just played in one Indian film,"No, she has been in many films.",REFUTES,REFUTES
Deepika Padukone has just played in one Indian film,"No, she has been in many films.",REFUTES,REFUTES
Deepika Padukone has just played in one Indian film,"No, she has been in many films.",REFUTES,REFUTES
Deepika Padukone has just played in one Indian film,"No, she has been in many films.",REFUTES,REFUTES
Deepika Padukone has just played in one Indian film,"No, she has been in many films.",REFUTES,REFUTES
Deepika Padukone has just played in one Indian film,"No, she has been in many films.",REFUTES,REFUTES
Deepika Padukone has just played in one Indian film,"No, she has been in many films.",REFUTES,REFUTES
Deepika Padukone has just played in one Indian film,"No, she has been in many films.",REFUTES,REFUTES
Deepika Padukone has just played in one Indian film,"No, she has been in many films.",REFUTES,REFUTES
Deepika Padukone has just played in one Indian film,"No, she has been in many films.",REFUTES,REFUTES
Deepika Padukone has just played in one Indian film,"No, she has been in many films.",REFUTES,REFUTES
Deepika Padukone has just played in one Indian film,"No, she has been in many films.",REFUTES,REFUTES
Deepika Padukone has just played in one Indian film,"No, she has been in many films.",REFUTES,REFUTES
Deepika Padukone has just played in one Indian film,"No, she has been in many films.",REFUTES,REFUTES
Deepika Padukone has just played in one Indian film,"No, she has been in many films.",REFUTES,REFUTES
Deepika Padukone has just played in one Indian film,"No, she has been in many films.",REFUTES,REFUTES
Deepika Padukone has just played in one Indian film,"No, she has been in many films.",REFUTES,REFUTES
Deepika Padukone has just played in one Indian film,"No, she has been in many films.",REFUTES,REFUTES
Deepika Padukone has just played in one Indian film,"No, she has been in many films.",REFUTES,REFUTES
Deepika Padukone has just played in one Indian film,"No, she has been in many films.",REFUTES,REFUTES
Deepika Padukone has just played in one Indian film,"No, she has been in many films.",REFUTES,REFUTES
Deepika Padukone has just played in one Indian film,"No, she has been in many films.",REFUTES,REFUTES
Deepika Padukone has just played in one Indian film,"No, she has been in many films.",REFUTES,REFUTES
Deepika Padukone has just played in one Indian film,"No, she has been in many films.",REFUTES,REFUTES
Deepika Padukone has just played in one Indian film,"No, she has been in many films.",REFUTES,REFUTES
Deepika Padukone has just played in one Indian film,"No, she has been in many films.",REFUTES,REFUTES
Deepika Padukone has just played in one Indian film,"No, she has been in many films.",REFUTES,REFUTES
Deepika Padukone has just played in one Indian film,"No, she has been in many films.",REFUTES,REFUTES
Deepika Padukone has just played in one Indian film,"No, she has been in many films.",REFUTES,REFUTES
There exists a hierarchy of leagues that goes by the name of Minor League Baseball.,yes,SUPPORTS,SUPPORTS
Daggering was perfected in the third-largest island of the Greater Antilles and the fourth-largest island country in the Caribbean.,no,REFUTES,NOT ENOUGH INFO
The Latvian Soviet Socialist Republic was a republic of the Soviet Union in the 2010s.,no,REFUTES,REFUTES
The Latvian Soviet Socialist Republic was a republic of the Soviet Union in the 2010s.,no,REFUTES,REFUTES
The Latvian Soviet Socialist Republic was a republic of the Soviet Union in the 2010s.,no,REFUTES,REFUTES
There is not a work that goes by the name of The Giver.,no,SUPPORTS,REFUTES
There is not a work that goes by the name of The Giver.,no,SUPPORTS,REFUTES
There is not a work that goes by the name of The Giver.,no,SUPPORTS,REFUTES
There is not a work that goes by the name of The Giver.,no,SUPPORTS,REFUTES
There is not a brand of hot dog called Sarah Hyland.,no,SUPPORTS,SUPPORTS
There is not a brand of hot dog called Sarah Hyland.,no,SUPPORTS,SUPPORTS
There is not a brand of hot dog called Sarah Hyland.,no,SUPPORTS,SUPPORTS
"Sleipnir appears in a body of myths of the North Germanic peoples, stemming from Norse paganism and continuing after the Christianization of Scandinavia, and into the Scandinavian folklore of the modern period.",yes,SUPPORTS,SUPPORTS
"Sleipnir appears in a body of myths of the North Germanic peoples, stemming from Norse paganism and continuing after the Christianization of Scandinavia, and into the Scandinavian folklore of the modern period.",yes,SUPPORTS,SUPPORTS
There exists a series called Younger.,yes,SUPPORTS,SUPPORTS
"Home for the Holidays stars an actress born in Georgia,U.S.",yes,SUPPORTS,NOT ENOUGH INFO
The area of Allunhari is larger than the area of Udon Thani Province.,no,REFUTES,REFUTES
The area of Allunhari is larger than the area of Udon Thani Province.,no,REFUTES,REFUTES
The area of Allunhari is larger than the area of Udon Thani Province.,no,REFUTES,REFUTES
There is a biomedical science staffed with frauds called Pharmacology.,no,REFUTES,NOT ENOUGH INFO
"Heidelberg University, which is located in Germany, was established in the 14th century.",no,REFUTES,SUPPORTS
"Heidelberg University, which is located in Germany, was established in the 14th century.",no,REFUTES,SUPPORTS
The area of Muş Province is larger than the area of Shorapur.,yes,SUPPORTS,SUPPORTS
The area of Muş Province is larger than the area of Shorapur.,yes,SUPPORTS,SUPPORTS
The area of Muş Province is larger than the area of Shorapur.,yes,SUPPORTS,SUPPORTS
Bill Graham Civic Auditorium was crafted in 1915,It was built in 1915.,SUPPORTS,SUPPORTS
There is a cinematographer called Ayananka Bose.,yes,SUPPORTS,SUPPORTS
There is a cinematographer called Ayananka Bose.,yes,SUPPORTS,SUPPORTS
There existed a structural failure called Vampire Academy.,no,REFUTES,NOT ENOUGH INFO
Musala is certainly not a certain amount of meters tall.,no,SUPPORTS,REFUTES
Musala is certainly not a certain amount of meters tall.,no,SUPPORTS,REFUTES
Musala is certainly not a certain amount of meters tall.,no,SUPPORTS,REFUTES
Musala is certainly not a certain amount of meters tall.,no,SUPPORTS,REFUTES
Frank Murkowski first became a Senator before his daughter was born.,no,REFUTES,REFUTES
Frank Murkowski first became a Senator before his daughter was born.,no,REFUTES,REFUTES
Frank Murkowski first became a Senator before his daughter was born.,no,REFUTES,REFUTES
There exists a director called Anneliese van der Pol.,yes,SUPPORTS,NOT ENOUGH INFO
The Battle of France before 1940 is also known as the Fall of France.,yes,NOT ENOUGH INFO,NOT ENOUGH INFO
Southampton F.C. came in second in the First Division before 1970 -- 1984.,yes,SUPPORTS,REFUTES
Chris Bosh won his first NBA Finals title after 2020.,no,REFUTES,REFUTES
Roberto Orci (a person who has collaborated with his longtime friend Alex Kurtzman) wrote Star Wars.,yes,SUPPORTS,NOT ENOUGH INFO
"Spontaneous generation is also known as ""natural"" generation, or ""natural-born"" generation and may refer to them in some other contexts.",yes,SUPPORTS,NOT ENOUGH INFO
"There exists an actor, it goes by the name of Simon Pegg.",yes,SUPPORTS,SUPPORTS
"There exists an actor, it goes by the name of Simon Pegg.",yes,SUPPORTS,SUPPORTS
"There exists an actor, it goes by the name of Simon Pegg.",yes,SUPPORTS,SUPPORTS
"There exists an actor, it goes by the name of Simon Pegg.",yes,SUPPORTS,SUPPORTS
There exists an American film called Scream 2.,"Yes, there is a sequel to the original film.",SUPPORTS,SUPPORTS
"Hannah and Her Sisters is written and directed by  an American director , writer , actor , comedian , playwright , and musician whose career spans only for two decades.",no,REFUTES,REFUTES
"Hannah and Her Sisters is written and directed by  an American director , writer , actor , comedian , playwright , and musician whose career spans only for two decades.",no,REFUTES,REFUTES
Celebrity Rehab with Dr Drew is a TV exhibition,no,REFUTES,SUPPORTS
"There exists a thespian, it goes by the name of Benjamin Walker (actor).",yes,SUPPORTS,SUPPORTS
There exists a member of The Rolling Stones that goes by the name of Richard Fortus.,yes,SUPPORTS,NOT ENOUGH INFO
There exists a 1986 science fiction action horror comedy film called Maximum Overdrive.,yes,SUPPORTS,SUPPORTS
There exists a 1986 science fiction action horror comedy film called Maximum Overdrive.,yes,SUPPORTS,SUPPORTS
There exists a 1986 science fiction action horror comedy film called Maximum Overdrive.,yes,SUPPORTS,SUPPORTS
There exists a 1986 science fiction action horror comedy film called Maximum Overdrive.,yes,SUPPORTS,SUPPORTS
There exists a 1986 science fiction action horror comedy film called Maximum Overdrive.,yes,SUPPORTS,SUPPORTS
There exists a 1986 science fiction action horror comedy film called Maximum Overdrive.,yes,SUPPORTS,SUPPORTS
There exists an award-winning TV series that goes by the name of Louie (season 1).,"Yes, there is a TV series called Louie.",SUPPORTS,NOT ENOUGH INFO
"There is a former Catholic, they are called Leslie Alexander.",no,REFUTES,NOT ENOUGH INFO
"There is a former Catholic, they are called Leslie Alexander.",no,REFUTES,NOT ENOUGH INFO
"There is a former Catholic, they are called Leslie Alexander.",no,REFUTES,NOT ENOUGH INFO
"There is a former Catholic, they are called Leslie Alexander.",no,REFUTES,NOT ENOUGH INFO
"There is a former Catholic, they are called Leslie Alexander.",no,REFUTES,NOT ENOUGH INFO
There does not exist a religion called Birmingham.,no,SUPPORTS,SUPPORTS
There does not exist a religion called Birmingham.,no,SUPPORTS,SUPPORTS
There does not exist a religion called Birmingham.,no,SUPPORTS,SUPPORTS
Nawaz Sharif is not a current Pakistani politician.,no,SUPPORTS,REFUTES
There exists a township that goes by the name of Birmingham.,yes,SUPPORTS,NOT ENOUGH INFO
Pakistan's semi-industrialized economy is the 25th largest in the world in purchasing power parity.,no,REFUTES,SUPPORTS
Pakistan's semi-industrialized economy is the 25th largest in the world in purchasing power parity.,no,REFUTES,SUPPORTS
Artpop debuted at number one on the United States Billboard 200 before 2000.,no,REFUTES,REFUTES
"Abertijne Malcourt was at the cathedral of Ste. Gudule as choirmaster between 1494 and 1498, but didn't stay there long.",no,SUPPORTS,Not Enough Info
Charles de Gaulle was Prime Minister of the Fifth French Republic.,yes,SUPPORTS,REFUTES
Charles de Gaulle was Prime Minister of the Fifth French Republic.,yes,SUPPORTS,REFUTES
Charles de Gaulle was Prime Minister of the Fifth French Republic.,yes,SUPPORTS,REFUTES
The Woman in Black was abandoned by Hammer Film Productions 4 years after 2008 in favor of working on Freddie vs. Jason.,no,SUPPORTS,REFUTES
The Woman in Black was abandoned by Hammer Film Productions 4 years after 2008 in favor of working on Freddie vs. Jason.,no,SUPPORTS,REFUTES
The Woman in Black was abandoned by Hammer Film Productions 4 years after 2008 in favor of working on Freddie vs. Jason.,no,SUPPORTS,REFUTES
Vatican City is a city that with its surrounding territory forms an independent state and isn't a political entity.,no,REFUTES,NOT ENOUGH INFO
"Jean Freeman's coaching style is the same as that of many coaches, taking advantage of the pools and the open-water pool.",no,REFUTES,NOT ENOUGH INFO
Taran Killam is a comedian and is a stage actor.,yes,SUPPORTS,NOT ENOUGH INFO
William Mycroft represented Derbyshire at cricket during the period of his career and represents the club on a regular basis.,no,REFUTES,REFUTES
There does not exist a drama that goes by the name of Exit the King.,no,SUPPORTS,REFUTES
"Brian Else also has produced many albums, most recently for bands such as the band, The Black Eyed Peas, as well as other artists as well as other bands and bands from all over the world...",yes,SUPPORTS,NOT ENOUGH INFO
Artocarpus sericarpus is first discovered in 1959.,no,REFUTES,Not Enough Info
Antigua and Barbuda was named by Christopher Columbus after 1480.,no,REFUTES,SUPPORTS
"Linkin Park's second studio album, released before 2010, was Meteora.",yes,SUPPORTS,REFUTES
"Linkin Park's second studio album, released before 2010, was Meteora.",yes,SUPPORTS,REFUTES
"Linkin Park's second studio album, released before 2010, was Meteora.",yes,SUPPORTS,REFUTES
"Linkin Park's second studio album, released before 2010, was Meteora.",yes,SUPPORTS,REFUTES
Nawaz Sharif is not a German politician.,no,SUPPORTS,SUPPORTS
Marie Skłodowska Curie did not won a Nobel Prize in Physics in 1911. ,no,SUPPORTS,SUPPORTS
There exists a 1990 cinematic work from the United States called Night of the Living Dead.,yes,SUPPORTS,REFUTES
There is a battle called The Premier League Asia Trophy.,no,REFUTES,REFUTES
There is a battle called The Premier League Asia Trophy.,no,REFUTES,REFUTES
There is a battle called The Premier League Asia Trophy.,no,REFUTES,REFUTES
There is a battle called The Premier League Asia Trophy.,no,REFUTES,REFUTES
There is a battle called The Premier League Asia Trophy.,no,REFUTES,REFUTES
There is a battle called The Premier League Asia Trophy.,no,REFUTES,REFUTES
There is a battle called The Premier League Asia Trophy.,no,REFUTES,REFUTES
There is a battle called The Premier League Asia Trophy.,no,REFUTES,REFUTES
There is a battle called The Premier League Asia Trophy.,no,REFUTES,REFUTES
There is a battle called The Premier League Asia Trophy.,no,REFUTES,REFUTES
There is a battle called The Premier League Asia Trophy.,no,REFUTES,REFUTES
There is a battle called The Premier League Asia Trophy.,no,REFUTES,REFUTES
There is a battle called The Premier League Asia Trophy.,no,REFUTES,REFUTES
"Dawood Ibrahim was born in 1955 in Khar,Mumbai.",no,REFUTES,NOT ENOUGH INFO
There is a movie called A United Kingdom which is directed by Amma Asante in 2015.,"Yes, it is true.",NOT ENOUGH INFO,NOT ENOUGH INFO
"There is a Democrat, they are called Dan Trachtenberg.",no,REFUTES,NOT ENOUGH INFO
"The 67th United States Secretary of State after graduating from Wellesley College became a Senator for New York, which was annexed by the British a few centuries prior.",no,REFUTES,SUPPORTS
"The 67th United States Secretary of State after graduating from Wellesley College became a Senator for New York, which was annexed by the British a few centuries prior.",no,REFUTES,SUPPORTS
"The 67th United States Secretary of State after graduating from Wellesley College became a Senator for New York, which was annexed by the British a few centuries prior.",no,REFUTES,SUPPORTS
"George Harrison, one of the member of the Beatles, died at the age of 58.",yes,SUPPORTS,SUPPORTS
Key & Peele has won a Peabody Award and has won two Primetime Emmy Awards as of 2004.,yes,SUPPORTS,REFUTES
There is not a TV show that goes by the name of The SpongeBob SquarePants Movie.,no,SUPPORTS,SUPPORTS
The former spouse of Demi Moore reacted in 2005.,no,REFUTES,NOT ENOUGH INFO
"Sensitive Skin's first series aired on a network that is headquartered on Columbus Avenue and West 66th Street in Manhattan , New York City",no,REFUTES,SUPPORTS
"Sensitive Skin's first series aired on a network that is headquartered on Columbus Avenue and West 66th Street in Manhattan , New York City",no,REFUTES,SUPPORTS
Margaret Thatcher was the most respected politician within the Conservative Party in the UK between 1973 and 1977.,no,REFUTES,NOT ENOUGH INFO
Margaret Thatcher was the most respected politician within the Conservative Party in the UK between 1973 and 1977.,no,REFUTES,NOT ENOUGH INFO
"Basal electrical rhythm is the collection of electrical activity related to a series of organs, such as the stomach or duodenum.",no,REFUTES,SUPPORTS
"Basal electrical rhythm is the collection of electrical activity related to a series of organs, such as the stomach or duodenum.",no,REFUTES,SUPPORTS
The Originals (TV series) is based on English language broadcast television network that originated from the United States.,no,REFUTES,REFUTES
There exists a religious leader that goes by the name of William Cohen.,no,REFUTES,NOT ENOUGH INFO
Elizabeth Olsen is a person and is a mayor.,yes,SUPPORTS,REFUTES
French Indochina was a grouping of French colonial territories in the hottest years of the twentieth century.,no,REFUTES,NOT ENOUGH INFO
The area of Siirt Province is larger than the area of Shorapur.,yes,SUPPORTS,SUPPORTS
The area of Siirt Province is larger than the area of Shorapur.,yes,SUPPORTS,SUPPORTS
The area of Siirt Province is larger than the area of Shorapur.,yes,SUPPORTS,SUPPORTS
There exists a director of cinematography called Ayananka Bose.,yes,SUPPORTS,NOT ENOUGH INFO
There exists a unit that practices biological medicine called Weill Cornell Medicine.,yes,SUPPORTS,NOT ENOUGH INFO
The area of Lunda Norte Province is larger than the area of Teterow.,yes,SUPPORTS,SUPPORTS
The area of Lunda Norte Province is larger than the area of Teterow.,yes,SUPPORTS,SUPPORTS
The area of Lunda Norte Province is larger than the area of Teterow.,yes,SUPPORTS,SUPPORTS
1934 is not the approximate time at which the person Dawood Ibrahim was born.,no,SUPPORTS,SUPPORTS
Email filtering output is capable of throwing messages away and output is capable of delivering unchanged frogs.,no,REFUTES,REFUTES
Email filtering output is capable of throwing messages away and output is capable of delivering unchanged frogs.,no,REFUTES,REFUTES
There was a professional wrestler in Mexico called Gory Guerrero.,yes,SUPPORTS,NOT ENOUGH INFO
The area of Lunda Norte Province is larger than the area of Nyamapanda.,no,REFUTES,SUPPORTS
The area of Lunda Norte Province is larger than the area of Nyamapanda.,no,REFUTES,SUPPORTS
The area of Lunda Norte Province is larger than the area of Nyamapanda.,no,REFUTES,SUPPORTS
"Latz is the widely spoken German (co official) language of Germany, Switzerland, Austria, South Tyrol, and the Czech Republic.",no,REFUTES,REFUTES
All the Prussian duke from the Hohenzollern family have Albert in their names.,no,REFUTES,SUPPORTS
All the Prussian duke from the Hohenzollern family have Albert in their names.,no,REFUTES,SUPPORTS
All the Prussian duke from the Hohenzollern family have Albert in their names.,no,REFUTES,SUPPORTS
"Bacteriophage consists of two structural components, made of protein (the phagein) and a cell membrane (the phagein-like protein).",yes,SUPPORTS,REFUTES
Peyton Manning won the SEC Championship after his younger brother was drafted.,no,REFUTES,REFUTES
Peyton Manning won the SEC Championship after his younger brother was drafted.,no,REFUTES,REFUTES
Peyton Manning won the SEC Championship after his younger brother was drafted.,no,REFUTES,REFUTES
Peyton Manning won the SEC Championship after his younger brother was drafted.,no,REFUTES,REFUTES
Peyton Manning won the SEC Championship after his younger brother was drafted.,no,REFUTES,REFUTES
Peyton Manning won the SEC Championship after his younger brother was drafted.,no,REFUTES,REFUTES
There was not a Pre-Code film that went by the name of The Invisible Man.,no,SUPPORTS,REFUTES
"The Prowler was created by Stan Lee, John Buscema, and Jim Mooney after 1960.",no,REFUTES,NOT ENOUGH INFO
Chris Paul is definitely not a two-time Olympic silver winner.,no,SUPPORTS,SUPPORTS
American Library Association is the most prodigious library association,It is not true. It is a very small association.,REFUTES,SUPPORTS
American Library Association is the most prodigious library association,It is not true. It is a very small association.,REFUTES,SUPPORTS
The area of Lissagurraun is larger than the area of Sangardo.,no,REFUTES,Not Enough Info
Prague's historic center was first included in the UNESCO list of World Heritage Sites 6 years after 1992.,yes,SUPPORTS,REFUTES
Prague's historic center was first included in the UNESCO list of World Heritage Sites 6 years after 1992.,yes,SUPPORTS,REFUTES
Prague's historic center was first included in the UNESCO list of World Heritage Sites 6 years after 1992.,yes,SUPPORTS,REFUTES
Prague's historic center was first included in the UNESCO list of World Heritage Sites 6 years after 1992.,yes,SUPPORTS,REFUTES
Prague's historic center was first included in the UNESCO list of World Heritage Sites 6 years after 1992.,yes,SUPPORTS,REFUTES
Prague's historic center was first included in the UNESCO list of World Heritage Sites 6 years after 1992.,yes,SUPPORTS,REFUTES
There does not exist a thespian called Benjamin Walker (actor).,no,SUPPORTS,REFUTES
There is not an American hard rock band that goes by the name of Guns N' Roses.,no,SUPPORTS,REFUTES
There is not an American hard rock band that goes by the name of Guns N' Roses.,no,SUPPORTS,REFUTES
There is not an American hard rock band that goes by the name of Guns N' Roses.,no,SUPPORTS,REFUTES
There is not an American hard rock band that goes by the name of Guns N' Roses.,no,SUPPORTS,REFUTES
There is not an American hard rock band that goes by the name of Guns N' Roses.,no,SUPPORTS,REFUTES
There is not an American hard rock band that goes by the name of Guns N' Roses.,no,SUPPORTS,REFUTES
There is not an American hard rock band that goes by the name of Guns N' Roses.,no,SUPPORTS,REFUTES
There is not an American hard rock band that goes by the name of Guns N' Roses.,no,SUPPORTS,REFUTES
There is not an American hard rock band that goes by the name of Guns N' Roses.,no,SUPPORTS,REFUTES
Jennifer Anniston appeared in Along Came Polly while her father was playing the role of Victor Kiriakis,no,REFUTES,SUPPORTS
Jennifer Anniston appeared in Along Came Polly while her father was playing the role of Victor Kiriakis,no,REFUTES,SUPPORTS
Jennifer Anniston appeared in Along Came Polly while her father was playing the role of Victor Kiriakis,no,REFUTES,SUPPORTS
Jennifer Anniston appeared in Along Came Polly while her father was playing the role of Victor Kiriakis,no,REFUTES,SUPPORTS
Jennifer Anniston appeared in Along Came Polly while her father was playing the role of Victor Kiriakis,no,REFUTES,SUPPORTS
Jennifer Anniston appeared in Along Came Polly while her father was playing the role of Victor Kiriakis,no,REFUTES,SUPPORTS
"Syed Anwar Ahmed was an initial cast member from North Indian television series, that aired on Plus One.",yes,SUPPORTS,NOT ENOUGH INFO
Stephen Moyer worked with Ron Perlman as his commander in Prince Valiant,"No, Stephen Moyer was not in the movie.",REFUTES,NOT ENOUGH INFO
Thomas Jefferson is the first president of US to have college education.,"no, he was the first president to be born without a college education.",REFUTES,Not Enough Info
A staging area is not a location.,no,SUPPORTS,REFUTES
